PO_ID,Supplier,Material,Category,Quantity,Unit_Price_USD,Total_Spend_USD,Purchase_Date,Lead_Time_Days,Delivery_Date,On_Time,Facility,Country
PO-10741,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,634,60.51,38363.34,2025-09-13,29,2025-10-12,Yes,"Facility D - Cork, Ireland",USA
PO-10160,Vertex Bio Supply,Active Pharmaceutical Ingredient (API),Raw Materials,776,321.75,249678.0,2025-09-13,30,2025-10-12,Yes,"Facility A - New Brunswick, NJ",India
PO-10087,GlobalMed Ingredients,Active Pharmaceutical Ingredient (API),Raw Materials,1152,525.76,605675.52,2025-09-13,49,2025-11-01,Yes,Facility E - Singapore,Ireland
PO-10085,Meridian Chem Group,Stainless Steel Components,Manufacturing Consumables,870,241.82,210383.4,2025-09-14,40,2025-10-25,Yes,Facility E - Singapore,China
PO-10826,BioSupply Partners,Sterile Syringes,Medical Devices,579,2.99,1731.21,2025-09-14,17,2025-09-30,Yes,Facility E - Singapore,Germany
PO-10723,BioSupply Partners,Sterile Syringes,Medical Devices,1415,3.72,5263.8,2025-09-14,10,2025-09-22,Yes,Facility C - Puerto Rico,Germany
PO-11123,Meridian Chem Group,Sterile Syringes,Medical Devices,383,2.61,999.63,2025-09-15,14,2025-09-27,Yes,"Facility A - New Brunswick, NJ",China
PO-10384,Meridian Chem Group,Glass Vials,Packaging,641,4.33,2775.53,2025-09-17,11,2025-09-29,Yes,Facility E - Singapore,China
PO-10869,Apex Pharma Materials,Glass Vials,Packaging,162,4.9,793.8,2025-09-17,19,2025-10-08,Yes,Facility C - Puerto Rico,Switzerland
PO-10607,ChemPro Solutions,Excipients,Raw Materials,600,72.36,43416.0,2025-09-17,19,2025-10-08,Yes,"Facility B - Indianapolis, IN",India
PO-10852,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,336,57.74,19400.64,2025-09-17,26,2025-10-11,Yes,"Facility B - Indianapolis, IN",India
PO-10798,GlobalMed Ingredients,Stainless Steel Components,Manufacturing Consumables,860,268.73,231107.8,2025-09-19,41,2025-10-28,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10398,NovaChem Ltd,Cold Chain Packaging,Packaging,1491,18.3,27285.3,2025-09-19,14,2025-10-05,Yes,"Facility A - New Brunswick, NJ",China
PO-10421,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,2103,415.14,873039.42,2025-09-21,38,2025-10-30,Yes,Facility E - Singapore,USA
PO-10862,ChemPro Solutions,Excipients,Raw Materials,1023,59.01,60367.23,2025-09-22,13,2025-10-05,Yes,Facility C - Puerto Rico,India
PO-10279,Apex Pharma Materials,Active Pharmaceutical Ingredient (API),Raw Materials,1266,538.1,681234.6,2025-09-23,67,2025-12-01,Yes,Facility E - Singapore,Switzerland
PO-10693,PharmaCorp Global,Blister Packs,Packaging,674,9.22,6214.28,2025-09-23,9,2025-09-30,Yes,Facility C - Puerto Rico,USA
PO-11031,GlobalMed Ingredients,Packaging Film,Packaging,3207,13.86,44449.02,2025-09-23,9,2025-10-01,Yes,"Facility D - Cork, Ireland",Ireland
PO-10696,PharmaCorp Global,Stainless Steel Components,Manufacturing Consumables,5615,344.02,1931672.3,2025-09-24,42,2025-11-04,Yes,Facility C - Puerto Rico,USA
PO-11066,BioSupply Partners,Excipients,Raw Materials,862,95.09,81967.58,2025-09-24,16,2025-10-08,Yes,"Facility B - Indianapolis, IN",Germany
PO-10047,PharmaCorp Global,Lab Reagents,Lab Supplies,1602,138.17,221348.34,2025-09-25,15,2025-10-12,Yes,Facility E - Singapore,USA
PO-10412,GlobalMed Ingredients,Excipients,Raw Materials,1048,82.59,86554.32,2025-09-25,21,2025-10-17,Yes,"Facility D - Cork, Ireland",Ireland
PO-11128,PharmaCorp Global,Sterile Syringes,Medical Devices,786,3.52,2766.72,2025-09-26,18,2025-10-12,Yes,"Facility A - New Brunswick, NJ",USA
PO-10659,ChemPro Solutions,Packaging Film,Packaging,629,13.5,8491.5,2025-09-26,8,2025-10-04,Yes,Facility E - Singapore,India
PO-10754,NovaChem Ltd,Glass Vials,Packaging,2658,4.16,11057.28,2025-09-28,11,2025-10-07,Yes,Facility C - Puerto Rico,China
PO-10964,MedSource Industries,Sterile Syringes,Medical Devices,248,3.06,758.88,2025-09-28,20,2025-10-20,Yes,"Facility B - Indianapolis, IN",USA
PO-10734,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,755,414.82,313189.1,2025-09-28,53,2025-11-20,Yes,Facility E - Singapore,USA
PO-10343,Apex Pharma Materials,Lab Reagents,Lab Supplies,749,131.59,98560.91,2025-09-29,22,2025-10-20,Yes,Facility C - Puerto Rico,Switzerland
PO-10794,BioSupply Partners,Excipients,Raw Materials,3076,83.13,255707.88,2025-09-30,31,2025-10-29,Yes,Facility C - Puerto Rico,Germany
PO-10937,MedSource Industries,Filtration Media,Manufacturing Consumables,3449,70.82,244258.18,2025-10-01,24,2025-10-26,Yes,"Facility A - New Brunswick, NJ",USA
PO-10981,MedSource Industries,Lab Reagents,Lab Supplies,223,112.36,25056.28,2025-10-01,23,2025-10-23,Yes,"Facility D - Cork, Ireland",USA
PO-11039,Meridian Chem Group,Glass Vials,Packaging,1964,4.27,8386.28,2025-10-01,18,2025-10-17,Yes,"Facility B - Indianapolis, IN",China
PO-10034,Meridian Chem Group,Filtration Media,Manufacturing Consumables,710,49.61,35223.1,2025-10-02,21,2025-10-21,Yes,"Facility B - Indianapolis, IN",China
PO-10477,Vertex Bio Supply,Excipients,Raw Materials,2955,61.58,181968.9,2025-10-02,22,2025-10-22,Yes,"Facility B - Indianapolis, IN",India
PO-10740,Apex Pharma Materials,Packaging Film,Packaging,97,15.53,1506.41,2025-10-03,11,2025-10-14,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10164,BioSupply Partners,Stainless Steel Components,Manufacturing Consumables,2524,313.08,790213.92,2025-10-05,21,2025-10-26,Yes,"Facility D - Cork, Ireland",Germany
PO-11060,ChemPro Solutions,Cold Chain Packaging,Packaging,1250,17.39,21737.5,2025-10-06,17,2025-10-22,Yes,Facility E - Singapore,India
PO-10709,Vertex Bio Supply,Cold Chain Packaging,Packaging,326,15.4,5020.4,2025-10-07,12,2025-10-21,Yes,"Facility A - New Brunswick, NJ",India
PO-11157,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,2083,49.42,102941.86,2025-10-07,23,2025-10-28,Yes,"Facility D - Cork, Ireland",India
PO-10012,ChemPro Solutions,Filtration Media,Manufacturing Consumables,660,56.81,37494.6,2025-10-07,21,2025-10-29,Yes,"Facility D - Cork, Ireland",India
PO-10834,PurePharm Supply Co,Lab Reagents,Lab Supplies,1304,126.96,165555.84,2025-10-08,14,2025-10-23,Yes,"Facility A - New Brunswick, NJ",USA
PO-11193,ChemPro Solutions,Active Pharmaceutical Ingredient (API),Raw Materials,188,367.11,69016.68,2025-10-09,48,2025-11-25,Yes,"Facility B - Indianapolis, IN",India
PO-10083,ChemPro Solutions,Stainless Steel Components,Manufacturing Consumables,1793,240.16,430606.88,2025-10-09,31,2025-11-08,Yes,Facility C - Puerto Rico,India
PO-10873,ChemPro Solutions,Sterile Syringes,Medical Devices,3282,2.34,7679.88,2025-10-10,14,2025-10-24,Yes,"Facility B - Indianapolis, IN",India
PO-10793,ChemPro Solutions,Sterile Syringes,Medical Devices,2262,2.31,5225.22,2025-10-10,16,2025-10-25,Yes,Facility E - Singapore,India
PO-10329,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,2083,534.82,1114030.06,2025-10-11,43,2025-11-25,Yes,"Facility B - Indianapolis, IN",USA
PO-10312,GlobalMed Ingredients,Sterile Syringes,Medical Devices,646,3.14,2028.44,2025-10-12,22,2025-11-01,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10908,Meridian Chem Group,Packaging Film,Packaging,2644,13.28,35112.32,2025-10-13,10,2025-10-25,Yes,"Facility A - New Brunswick, NJ",China
PO-10196,Vertex Bio Supply,Cold Chain Packaging,Packaging,817,19.66,16062.22,2025-10-13,14,2025-10-26,Yes,Facility E - Singapore,India
PO-11088,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,1873,488.58,915110.34,2025-10-14,24,2025-11-06,Yes,Facility C - Puerto Rico,USA
PO-10175,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,708,58.02,41078.16,2025-10-17,32,2025-11-19,Yes,Facility C - Puerto Rico,India
PO-10691,PharmaCorp Global,Filtration Media,Manufacturing Consumables,2123,63.81,135468.63,2025-10-18,18,2025-11-07,Yes,"Facility D - Cork, Ireland",USA
PO-11093,BioSupply Partners,Packaging Film,Packaging,1389,18.2,25279.8,2025-10-18,6,2025-10-23,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10434,Apex Pharma Materials,Glass Vials,Packaging,1346,5.04,6783.84,2025-10-19,25,2025-11-12,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10247,Meridian Chem Group,Filtration Media,Manufacturing Consumables,2358,56.35,132873.3,2025-10-19,28,2025-11-14,Yes,"Facility D - Cork, Ireland",China
PO-10411,BioSupply Partners,Filtration Media,Manufacturing Consumables,3308,78.31,259049.48,2025-10-19,33,2025-11-23,Yes,Facility E - Singapore,Germany
PO-10262,BioSupply Partners,Blister Packs,Packaging,737,9.53,7023.61,2025-10-20,13,2025-11-02,Yes,Facility E - Singapore,Germany
PO-10838,Meridian Chem Group,Filtration Media,Manufacturing Consumables,984,48.35,47576.4,2025-10-20,25,2025-11-14,Yes,"Facility B - Indianapolis, IN",China
PO-10565,GlobalMed Ingredients,Active Pharmaceutical Ingredient (API),Raw Materials,1525,436.69,665952.25,2025-10-21,21,2025-11-09,Yes,Facility E - Singapore,Ireland
PO-11159,Vertex Bio Supply,Glass Vials,Packaging,1906,4.06,7738.36,2025-10-22,13,2025-11-16,No,Facility E - Singapore,India
PO-10650,PurePharm Supply Co,Cold Chain Packaging,Packaging,647,24.23,15676.81,2025-10-22,12,2025-11-02,Yes,Facility C - Puerto Rico,USA
PO-10694,PharmaCorp Global,Excipients,Raw Materials,349,73.58,25679.42,2025-10-23,15,2025-11-06,Yes,Facility E - Singapore,USA
PO-11180,ChemPro Solutions,Excipients,Raw Materials,952,55.24,52588.48,2025-10-24,18,2025-11-10,Yes,Facility C - Puerto Rico,India
PO-10785,Meridian Chem Group,Sterile Syringes,Medical Devices,364,2.38,866.32,2025-10-24,26,2025-11-21,Yes,Facility C - Puerto Rico,China
PO-10987,Meridian Chem Group,Filtration Media,Manufacturing Consumables,4371,49.47,216233.37,2025-10-25,28,2025-11-21,Yes,"Facility D - Cork, Ireland",China
PO-10167,Meridian Chem Group,Stainless Steel Components,Manufacturing Consumables,1687,220.1,371308.7,2025-10-25,48,2025-12-21,No,"Facility B - Indianapolis, IN",China
PO-10594,Meridian Chem Group,Excipients,Raw Materials,2418,64.8,156686.4,2025-10-26,22,2025-11-17,Yes,Facility E - Singapore,China
PO-10197,Apex Pharma Materials,Excipients,Raw Materials,990,84.4,83556.0,2025-10-26,15,2025-11-11,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10967,BioSupply Partners,Active Pharmaceutical Ingredient (API),Raw Materials,773,453.7,350710.1,2025-10-27,58,2025-12-24,Yes,Facility E - Singapore,Germany
PO-10463,PharmaCorp Global,Sterile Syringes,Medical Devices,916,2.8,2564.8,2025-10-27,18,2025-11-12,Yes,"Facility D - Cork, Ireland",USA
PO-10522,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,3224,75.45,243250.8,2025-10-27,16,2025-11-10,Yes,"Facility B - Indianapolis, IN",USA
PO-10126,MedSource Industries,Filtration Media,Manufacturing Consumables,1490,55.75,83067.5,2025-10-28,25,2025-11-23,Yes,Facility E - Singapore,USA
PO-11120,MedSource Industries,Glass Vials,Packaging,976,4.82,4704.32,2025-10-28,18,2025-11-14,Yes,Facility E - Singapore,USA
PO-11004,MedSource Industries,Blister Packs,Packaging,3238,7.03,22763.14,2025-10-30,9,2025-11-06,Yes,Facility C - Puerto Rico,USA
PO-10081,PurePharm Supply Co,Sterile Syringes,Medical Devices,295,3.53,1041.35,2025-10-30,28,2025-11-29,Yes,"Facility A - New Brunswick, NJ",USA
PO-10024,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,2101,437.13,918410.13,2025-10-31,79,2026-02-02,No,Facility C - Puerto Rico,USA
PO-10033,ChemPro Solutions,Packaging Film,Packaging,3295,12.06,39737.7,2025-10-31,12,2025-11-12,Yes,"Facility D - Cork, Ireland",India
PO-10707,Meridian Chem Group,Sterile Syringes,Medical Devices,430,2.2,946.0,2025-10-31,26,2025-11-27,Yes,Facility C - Puerto Rico,China
PO-10782,BioSupply Partners,Blister Packs,Packaging,2332,8.13,18959.16,2025-11-02,13,2025-11-17,Yes,"Facility D - Cork, Ireland",Germany
PO-10301,Meridian Chem Group,Glass Vials,Packaging,693,4.48,3104.64,2025-11-02,9,2025-11-09,Yes,Facility C - Puerto Rico,China
PO-10051,PharmaCorp Global,Cold Chain Packaging,Packaging,1009,19.72,19897.48,2025-11-02,15,2025-11-19,Yes,Facility E - Singapore,USA
PO-10450,MedSource Industries,Active Pharmaceutical Ingredient (API),Raw Materials,1254,451.81,566569.74,2025-11-03,31,2025-12-06,Yes,"Facility D - Cork, Ireland",USA
PO-11062,ChemPro Solutions,Excipients,Raw Materials,1089,64.44,70175.16,2025-11-04,16,2025-11-20,Yes,"Facility A - New Brunswick, NJ",India
PO-10038,ChemPro Solutions,Stainless Steel Components,Manufacturing Consumables,1721,252.76,434999.96,2025-11-05,43,2025-12-16,Yes,Facility E - Singapore,India
PO-10844,MedSource Industries,Cold Chain Packaging,Packaging,1192,23.78,28345.76,2025-11-05,5,2025-11-09,Yes,"Facility D - Cork, Ireland",USA
PO-10684,Meridian Chem Group,Filtration Media,Manufacturing Consumables,1320,46.41,61261.2,2025-11-06,30,2025-12-05,Yes,"Facility A - New Brunswick, NJ",China
PO-10758,Vertex Bio Supply,Excipients,Raw Materials,382,66.42,25372.44,2025-11-07,20,2025-11-26,Yes,Facility C - Puerto Rico,India
PO-10950,BioSupply Partners,Sterile Syringes,Medical Devices,2107,3.37,7100.59,2025-11-08,15,2025-11-24,Yes,"Facility B - Indianapolis, IN",Germany
PO-10589,Apex Pharma Materials,Packaging Film,Packaging,210,18.13,3807.3,2025-11-08,4,2025-11-12,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10989,ChemPro Solutions,Active Pharmaceutical Ingredient (API),Raw Materials,1152,412.54,475246.08,2025-11-09,52,2026-01-10,No,Facility C - Puerto Rico,India
PO-10222,Vertex Bio Supply,Stainless Steel Components,Manufacturing Consumables,2469,245.84,606978.96,2025-11-09,34,2025-12-11,Yes,Facility C - Puerto Rico,India
PO-10631,Vertex Bio Supply,Excipients,Raw Materials,4921,59.9,294767.9,2025-11-11,22,2025-12-05,Yes,Facility C - Puerto Rico,India
PO-10268,BioSupply Partners,Lab Reagents,Lab Supplies,5242,147.29,772094.18,2025-11-11,20,2025-11-29,Yes,Facility C - Puerto Rico,Germany
PO-10616,PurePharm Supply Co,Sterile Syringes,Medical Devices,3073,3.26,10017.98,2025-11-12,24,2025-12-08,Yes,Facility C - Puerto Rico,USA
PO-10065,BioSupply Partners,Excipients,Raw Materials,361,85.44,30843.84,2025-11-12,22,2025-12-06,Yes,"Facility A - New Brunswick, NJ",Germany
PO-11104,Vertex Bio Supply,Packaging Film,Packaging,841,11.39,9578.99,2025-11-13,10,2025-11-22,Yes,"Facility D - Cork, Ireland",India
PO-10612,Apex Pharma Materials,Sterile Syringes,Medical Devices,553,3.57,1974.21,2025-11-13,26,2025-12-09,Yes,Facility E - Singapore,Switzerland
PO-11161,PharmaCorp Global,Lab Reagents,Lab Supplies,1235,107.69,132997.15,2025-11-14,26,2025-12-12,Yes,"Facility D - Cork, Ireland",USA
PO-10239,BioSupply Partners,Excipients,Raw Materials,4326,82.08,355078.08,2025-11-14,24,2025-12-10,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10792,GlobalMed Ingredients,Lab Reagents,Lab Supplies,1504,112.28,168869.12,2025-11-15,22,2025-12-06,Yes,"Facility B - Indianapolis, IN",Ireland
PO-10879,PharmaCorp Global,Excipients,Raw Materials,3262,85.91,280238.42,2025-11-15,19,2025-12-22,No,"Facility D - Cork, Ireland",USA
PO-10286,ChemPro Solutions,Sterile Syringes,Medical Devices,4691,2.6,12196.6,2025-11-17,21,2025-12-09,Yes,"Facility B - Indianapolis, IN",India
PO-10765,PharmaCorp Global,Glass Vials,Packaging,2651,4.98,13201.98,2025-11-17,12,2025-11-30,Yes,"Facility B - Indianapolis, IN",USA
PO-10933,GlobalMed Ingredients,Excipients,Raw Materials,3992,72.64,289978.88,2025-11-17,14,2025-12-03,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10362,NovaChem Ltd,Excipients,Raw Materials,905,52.21,47250.05,2025-11-18,23,2025-12-25,No,Facility C - Puerto Rico,China
PO-10116,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,768,57.01,43783.68,2025-11-19,23,2025-12-13,Yes,"Facility B - Indianapolis, IN",India
PO-10243,PharmaCorp Global,Lab Reagents,Lab Supplies,1118,130.19,145552.42,2025-11-19,8,2025-11-25,Yes,"Facility A - New Brunswick, NJ",USA
PO-11151,GlobalMed Ingredients,Excipients,Raw Materials,3590,77.19,277112.1,2025-11-19,25,2025-12-27,No,"Facility B - Indianapolis, IN",Ireland
PO-10800,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,2139,522.14,1116857.46,2025-11-19,44,2026-01-02,Yes,Facility E - Singapore,USA
PO-11069,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,1163,243.89,283644.07,2025-11-20,41,2025-12-29,Yes,"Facility D - Cork, Ireland",China
PO-10801,PurePharm Supply Co,Packaging Film,Packaging,2288,14.63,33473.44,2025-11-20,7,2025-11-25,Yes,"Facility B - Indianapolis, IN",USA
PO-11112,GlobalMed Ingredients,Excipients,Raw Materials,1240,83.31,103304.4,2025-11-20,19,2025-12-07,Yes,"Facility D - Cork, Ireland",Ireland
PO-11194,PurePharm Supply Co,Lab Reagents,Lab Supplies,470,141.29,66406.3,2025-11-21,16,2025-12-05,Yes,"Facility B - Indianapolis, IN",USA
PO-10679,NovaChem Ltd,Lab Reagents,Lab Supplies,2820,96.02,270776.4,2025-11-21,16,2025-12-17,No,"Facility A - New Brunswick, NJ",China
PO-10461,NovaChem Ltd,Packaging Film,Packaging,1008,11.16,11249.28,2025-11-21,11,2025-12-04,Yes,Facility E - Singapore,China
PO-11122,Meridian Chem Group,Cold Chain Packaging,Packaging,213,16.55,3525.15,2025-11-22,14,2025-12-08,Yes,"Facility B - Indianapolis, IN",China
PO-10870,Apex Pharma Materials,Blister Packs,Packaging,2445,10.34,25281.3,2025-11-22,13,2025-12-04,Yes,"Facility D - Cork, Ireland",Switzerland
PO-10648,Vertex Bio Supply,Packaging Film,Packaging,1574,12.94,20367.56,2025-11-23,10,2025-12-01,Yes,Facility E - Singapore,India
PO-10334,PharmaCorp Global,Cold Chain Packaging,Packaging,2050,25.63,52541.5,2025-11-24,11,2025-12-04,Yes,Facility C - Puerto Rico,USA
PO-10953,ChemPro Solutions,Sterile Syringes,Medical Devices,251,2.63,660.13,2025-11-25,22,2025-12-17,Yes,Facility E - Singapore,India
PO-10403,PurePharm Supply Co,Lab Reagents,Lab Supplies,3304,140.57,464443.28,2025-11-26,16,2025-12-13,Yes,"Facility A - New Brunswick, NJ",USA
PO-10497,Vertex Bio Supply,Blister Packs,Packaging,1355,6.4,8672.0,2025-11-27,12,2025-12-08,Yes,Facility E - Singapore,India
PO-10744,PharmaCorp Global,Excipients,Raw Materials,2736,94.07,257375.52,2025-11-28,18,2025-12-18,Yes,Facility C - Puerto Rico,USA
PO-10363,Meridian Chem Group,Packaging Film,Packaging,1235,10.02,12374.7,2025-11-29,8,2025-12-20,No,"Facility D - Cork, Ireland",China
PO-10700,MedSource Industries,Cold Chain Packaging,Packaging,348,22.13,7701.24,2025-11-30,18,2025-12-18,Yes,Facility C - Puerto Rico,USA
PO-10638,GlobalMed Ingredients,Active Pharmaceutical Ingredient (API),Raw Materials,2433,445.71,1084412.43,2025-12-01,49,2026-01-26,No,"Facility B - Indianapolis, IN",Ireland
PO-10006,Meridian Chem Group,Glass Vials,Packaging,2250,3.54,7965.0,2025-12-02,15,2025-12-19,Yes,"Facility B - Indianapolis, IN",China
PO-10492,MedSource Industries,Glass Vials,Packaging,941,5.19,4883.79,2025-12-02,14,2025-12-18,Yes,"Facility D - Cork, Ireland",USA
PO-10922,NovaChem Ltd,Sterile Syringes,Medical Devices,1756,2.17,3810.52,2025-12-03,19,2025-12-24,Yes,"Facility D - Cork, Ireland",China
PO-11028,BioSupply Partners,Stainless Steel Components,Manufacturing Consumables,385,369.45,142238.25,2025-12-03,14,2025-12-19,Yes,"Facility A - New Brunswick, NJ",Germany
PO-11192,PharmaCorp Global,Stainless Steel Components,Manufacturing Consumables,1153,322.47,371807.91,2025-12-04,29,2026-01-02,Yes,"Facility A - New Brunswick, NJ",USA
PO-10208,BioSupply Partners,Lab Reagents,Lab Supplies,2767,122.7,339510.9,2025-12-04,21,2025-12-27,Yes,"Facility D - Cork, Ireland",Germany
PO-10956,GlobalMed Ingredients,Lab Reagents,Lab Supplies,2254,116.19,261892.26,2025-12-05,25,2026-01-01,Yes,"Facility D - Cork, Ireland",Ireland
PO-10725,BioSupply Partners,Sterile Syringes,Medical Devices,730,3.17,2314.1,2025-12-06,16,2025-12-23,Yes,Facility E - Singapore,Germany
PO-10380,NovaChem Ltd,Packaging Film,Packaging,665,9.98,6636.7,2025-12-08,10,2025-12-20,Yes,Facility E - Singapore,China
PO-10900,ChemPro Solutions,Excipients,Raw Materials,1868,65.65,122634.2,2025-12-09,11,2026-01-06,No,"Facility D - Cork, Ireland",India
PO-10563,Apex Pharma Materials,Filtration Media,Manufacturing Consumables,1850,64.79,119861.5,2025-12-09,23,2026-01-02,Yes,Facility E - Singapore,Switzerland
PO-10757,ChemPro Solutions,Sterile Syringes,Medical Devices,50,2.14,107.0,2025-12-10,10,2025-12-20,Yes,Facility C - Puerto Rico,India
PO-10110,PurePharm Supply Co,Blister Packs,Packaging,2672,9.22,24635.84,2025-12-10,16,2025-12-25,Yes,"Facility B - Indianapolis, IN",USA
PO-10763,BioSupply Partners,Lab Reagents,Lab Supplies,1757,147.28,258770.96,2025-12-11,21,2026-01-01,Yes,Facility E - Singapore,Germany
PO-10159,PharmaCorp Global,Stainless Steel Components,Manufacturing Consumables,2622,327.3,858180.6,2025-12-11,23,2026-01-03,Yes,"Facility D - Cork, Ireland",USA
PO-10642,MedSource Industries,Sterile Syringes,Medical Devices,1240,3.1,3844.0,2025-12-11,26,2026-01-08,Yes,"Facility B - Indianapolis, IN",USA
PO-10661,MedSource Industries,Active Pharmaceutical Ingredient (API),Raw Materials,1058,502.07,531190.06,2025-12-12,36,2026-01-18,Yes,Facility E - Singapore,USA
PO-10280,Apex Pharma Materials,Active Pharmaceutical Ingredient (API),Raw Materials,762,586.43,446859.66,2025-12-13,40,2026-01-22,Yes,Facility C - Puerto Rico,Switzerland
PO-10733,PharmaCorp Global,Sterile Syringes,Medical Devices,159,2.97,472.23,2025-12-13,25,2026-01-09,Yes,"Facility D - Cork, Ireland",USA
PO-10652,PurePharm Supply Co,Stainless Steel Components,Manufacturing Consumables,2603,372.59,969851.77,2025-12-15,26,2026-01-11,Yes,"Facility A - New Brunswick, NJ",USA
PO-10628,PurePharm Supply Co,Sterile Syringes,Medical Devices,1358,3.56,4834.48,2025-12-16,21,2026-01-13,No,"Facility A - New Brunswick, NJ",USA
PO-11016,MedSource Industries,Excipients,Raw Materials,417,88.66,36971.22,2025-12-17,24,2026-01-09,Yes,Facility C - Puerto Rico,USA
PO-10302,ChemPro Solutions,Glass Vials,Packaging,1605,4.09,6564.45,2025-12-18,15,2026-01-04,Yes,"Facility D - Cork, Ireland",India
PO-10382,NovaChem Ltd,Lab Reagents,Lab Supplies,1121,89.75,100609.75,2025-12-20,19,2026-01-10,Yes,"Facility A - New Brunswick, NJ",China
PO-10811,Meridian Chem Group,Cold Chain Packaging,Packaging,537,18.93,10165.41,2025-12-20,14,2026-01-04,Yes,Facility E - Singapore,China
PO-10267,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,2045,532.94,1089862.3,2025-12-20,11,2026-01-02,Yes,Facility C - Puerto Rico,USA
PO-10394,PharmaCorp Global,Sterile Syringes,Medical Devices,2650,2.85,7552.5,2025-12-20,17,2026-01-07,Yes,Facility C - Puerto Rico,USA
PO-11002,NovaChem Ltd,Packaging Film,Packaging,1505,9.82,14779.1,2025-12-21,6,2025-12-27,Yes,"Facility D - Cork, Ireland",China
PO-10100,Meridian Chem Group,Stainless Steel Components,Manufacturing Consumables,1883,231.97,436799.51,2025-12-21,54,2026-02-17,No,Facility E - Singapore,China
PO-10738,NovaChem Ltd,Packaging Film,Packaging,2955,12.7,37528.5,2025-12-22,7,2025-12-27,Yes,Facility C - Puerto Rico,China
PO-10991,NovaChem Ltd,Active Pharmaceutical Ingredient (API),Raw Materials,1631,340.19,554849.89,2025-12-23,32,2026-01-22,Yes,"Facility B - Indianapolis, IN",China
PO-10074,MedSource Industries,Stainless Steel Components,Manufacturing Consumables,3071,335.28,1029644.88,2025-12-24,34,2026-01-25,Yes,"Facility D - Cork, Ireland",USA
PO-10920,GlobalMed Ingredients,Excipients,Raw Materials,1093,71.56,78215.08,2025-12-25,16,2026-01-09,Yes,Facility E - Singapore,Ireland
PO-10213,ChemPro Solutions,Filtration Media,Manufacturing Consumables,1069,51.56,55117.64,2025-12-25,18,2026-01-13,Yes,"Facility B - Indianapolis, IN",India
PO-10771,GlobalMed Ingredients,Glass Vials,Packaging,1447,5.79,8378.13,2025-12-26,13,2026-01-06,Yes,"Facility D - Cork, Ireland",Ireland
PO-10392,PurePharm Supply Co,Lab Reagents,Lab Supplies,2454,129.85,318651.9,2025-12-26,11,2026-01-06,Yes,"Facility D - Cork, Ireland",USA
PO-10745,PurePharm Supply Co,Excipients,Raw Materials,1305,97.4,127107.0,2025-12-27,15,2026-01-13,Yes,"Facility B - Indianapolis, IN",USA
PO-10634,Meridian Chem Group,Filtration Media,Manufacturing Consumables,496,57.05,28296.8,2025-12-28,24,2026-01-20,Yes,Facility E - Singapore,China
PO-10629,Apex Pharma Materials,Blister Packs,Packaging,315,8.23,2592.45,2025-12-28,12,2026-01-09,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10009,GlobalMed Ingredients,Cold Chain Packaging,Packaging,303,21.17,6414.51,2025-12-28,17,2026-01-15,Yes,Facility C - Puerto Rico,Ireland
PO-10601,GlobalMed Ingredients,Cold Chain Packaging,Packaging,5661,21.92,124089.12,2025-12-28,23,2026-01-21,Yes,Facility E - Singapore,Ireland
PO-10041,GlobalMed Ingredients,Glass Vials,Packaging,520,4.39,2282.8,2025-12-29,19,2026-01-15,Yes,"Facility D - Cork, Ireland",Ireland
PO-10550,Apex Pharma Materials,Excipients,Raw Materials,848,82.84,70248.32,2025-12-30,21,2026-01-19,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10864,NovaChem Ltd,Active Pharmaceutical Ingredient (API),Raw Materials,1455,299.05,435117.75,2025-12-30,28,2026-01-29,Yes,Facility C - Puerto Rico,China
